Customer_ID,Product_ID,Transaction_ID,Purchase_Frequency,Average_Order_Value,Most_Frequent_Category,Time_Between_Purchases,Region,Churn_Probability,Lifetime_Value,Launch_Date,Peak_Sales_Date,Season,Preferred_Purchase_Times,Retention_Strategy,Lifetime_Value_Capped,Launch_Year,Launch_Month,Launch_Day,Launch_Day_of_Week,Peak_Sales_Year,Peak_Sales_Month,Peak_Sales_Day,Peak_Sales_Day_of_Week,Customer_Segment,Total_Estimated_Spend,Value_Per_Purchase_Frequency
CUST_FW9B49,PROD_Q4S2H2,TRANS_T3WP5Y,18,167.15,Clothing,79,North America,0.68,1186.03,2022-01-02,2023-01-31,Winter,Morning,Discount,1186.03,2022,1,2,Sunday,2023,1,31,Tuesday,Low Value,3008.7,65.89
CUST_GZTSWD,PROD_DY7238,TRANS_D2AF83,17,116.81,Home,20,North America,0.47,9164.2,2020-05-09,2023-06-04,Fall,Afternoon,Discount,9164.2,2020,5,9,Saturday,2023,6,4,Sunday,Very High Value,1985.77,539.07
CUST_KKCWRE,PROD_VFAU4O,TRANS_25KDDR,19,47.69,Clothing,13,Europe,0.7,1237.1,2021-11-08,2023-10-23,Winter,Morning,Email Campaign,1237.1,2021,11,8,Monday,2023,10,23,Monday,Low Value,906.11,65.11
CUST_IMCVDC,PROD_3IO8NP,TRANS_M5EXHZ,8,109.08,Electronics,38,North America,0.13,626.06,2020-06-15,2023-03-15,Summer,Evening,Email Campaign,626.06,2020,6,15,Monday,2023,3,15,Wednesday,Low Value,872.64,78.26
CUST_P5QX2P,PROD_WYYVOR,TRANS_5C7EAD,18,177.95,Clothing,16,Europe,0.1,1295.77,2021-10-20,2023-06-27,Winter,Afternoon,Discount,1295.77,2021,10,20,Wednesday,2023,6,27,Tuesday,Low Value,3203.1,71.99
CUST_1VFPOM,PROD_P6BA32,TRANS_GJLP3G,18,113.24,Electronics,59,South America,0.07,3305.44,2020-03-12,2023-07-21,Summer,Evening,Loyalty Program,3305.44,2020,3,12,Thursday,2023,7,21,Friday,Medium Value,2038.32,183.64
CUST_QNYLD7,PROD_0PPQZZ,TRANS_3UN5QC,7,151.7,Clothing,74,South America,0.05,1185.05,2021-04-25,2023-08-07,Winter,Afternoon,Loyalty Program,1185.05,2021,4,25,Sunday,2023,8,7,Monday,Low Value,1061.9,169.29
CUST_6HRKXY,PROD_9BRBK1,TRANS_5S9FX4,1,172.88,Sports,24,North America,0.99,3466.14,2020-07-25,2023-02-17,Summer,Afternoon,Discount,3466.14,2020,7,25,Saturday,2023,2,17,Friday,Medium Value,172.88,3466.14
CUST_ZWKJWL,PROD_6C51JJ,TRANS_0WBZ4X,8,94.88,Clothing,53,North America,0.53,9116.52,2021-11-09,2023-05-20,Spring,Evening,Loyalty Program,9116.52,2021,11,9,Tuesday,2023,5,20,Saturday,Very High Value,759.04,1139.56
CUST_AYFCKE,PROD_5FBZ94,TRANS_6ZSS6N,19,153.2,Clothing,40,North America,0.98,2972.25,2020-07-25,2023-07-30,Winter,Morning,Email Campaign,2972.25,2020,7,25,Saturday,2023,7,30,Sunday,Medium Value,2910.8,156.43
CUST_YPLPDQ,PROD_UTOJ44,TRANS_0VA1Q5,12,162.62,Sports,83,North America,0.14,142.35,2020-01-04,2023-11-18,Winter,Morning,Email Campaign,142.35,2020,1,4,Saturday,2023,11,18,Saturday,Low Value,1951.44,11.86
CUST_IZD8FP,PROD_QRUYYY,TRANS_XE8GZ8,7,83.22,Clothing,73,Europe,0.98,1416.84,2020-02-04,2023-04-27,Spring,Morning,Loyalty Program,1416.84,2020,2,4,Tuesday,2023,4,27,Thursday,Low Value,582.54,202.41
CUST_VCQSGR,PROD_TYSHGK,TRANS_6351XL,2,72.47,Sports,41,Asia,0.16,3408.55,2020-06-08,2023-05-03,Spring,Morning,Email Campaign,3408.55,2020,6,8,Monday,2023,5,3,Wednesday,Medium Value,144.94,1704.28
CUST_HLQ4E3,PROD_6C3SOF,TRANS_XWL65R,9,52.08,Home,61,Asia,0.89,7854.03,2020-06-27,2023-09-01,Winter,Afternoon,Discount,7854.03,2020,6,27,Saturday,2023,9,1,Friday,Very High Value,468.72,872.67
CUST_5G1ZN0,PROD_EAQGKE,TRANS_ZACNSH,12,113.29,Electronics,73,Asia,0.26,3225.0,2021-08-15,2023-05-22,Spring,Evening,Discount,3225.0,2021,8,15,Sunday,2023,5,22,Monday,Medium Value,1359.48,268.75
CUST_BOA9MI,PROD_8TTRYM,TRANS_VHHCVR,3,154.96,Electronics,7,South America,0.71,4175.44,2022-05-21,2023-10-24,Winter,Afternoon,Discount,4175.44,2022,5,21,Saturday,2023,10,24,Tuesday,Medium Value,464.88,1391.81
CUST_BJJ43N,PROD_67ZLG3,TRANS_CKYGFP,17,83.1,Home,80,Europe,0.18,5681.69,2020-12-25,2023-02-01,Fall,Evening,Email Campaign,5681.69,2020,12,25,Friday,2023,2,1,Wednesday,High Value,1412.7,334.22
CUST_O0Z16W,PROD_EQK999,TRANS_JWV98O,14,86.94,Clothing,81,Europe,0.3,8773.17,2021-10-14,2023-08-07,Winter,Afternoon,Loyalty Program,8773.17,2021,10,14,Thursday,2023,8,7,Monday,Very High Value,1217.16,626.66
CUST_0R8BLV,PROD_Q7814X,TRANS_F22JOK,11,182.71,Clothing,53,South America,1.0,5232.99,2022-03-11,2023-04-26,Summer,Evening,Email Campaign,5232.99,2022,3,11,Friday,2023,4,26,Wednesday,High Value,2009.81,475.73
CUST_PS39WI,PROD_Y4O1FY,TRANS_624H0U,8,148.55,Clothing,29,Europe,0.59,1205.26,2020-01-17,2023-03-02,Fall,Morning,Discount,1205.26,2020,1,17,Friday,2023,3,2,Thursday,Low Value,1188.4,150.66
CUST_S34ZAO,PROD_JBHVZM,TRANS_H0H2L2,1,99.99,Electronics,13,South America,0.39,3223.65,2020-07-30,2023-02-18,Spring,Evening,Email Campaign,3223.65,2020,7,30,Thursday,2023,2,18,Saturday,Medium Value,99.99,3223.65
CUST_TKV3QD,PROD_BYGI70,TRANS_ID275K,6,29.16,Home,42,North America,0.46,3718.95,2022-06-17,2023-09-09,Winter,Morning,Discount,3718.95,2022,6,17,Friday,2023,9,9,Saturday,Medium Value,174.96,619.82
CUST_VZYV0F,PROD_C42K0B,TRANS_42HUPF,13,56.26,Sports,73,Europe,0.78,6564.23,2020-07-02,2023-02-16,Summer,Afternoon,Discount,6564.23,2020,7,2,Thursday,2023,2,16,Thursday,High Value,731.38,504.94
CUST_OBIAW6,PROD_SY9WD1,TRANS_27COQT,12,94.47,Clothing,77,South America,0.4,1652.01,2020-10-28,2023-06-02,Spring,Evening,Loyalty Program,1652.01,2020,10,28,Wednesday,2023,6,2,Friday,Low Value,1133.64,137.67
CUST_9SRCEX,PROD_UJOG1K,TRANS_84A05G,12,76.74,Sports,25,Europe,0.55,8016.02,2022-04-09,2023-08-03,Summer,Afternoon,Discount,8016.02,2022,4,9,Saturday,2023,8,3,Thursday,Very High Value,920.88,668.0
CUST_C8CIJT,PROD_K95NXW,TRANS_IECVGU,10,47.05,Electronics,84,North America,0.54,6469.3,2021-01-05,2023-10-22,Fall,Afternoon,Email Campaign,6469.3,2021,1,5,Tuesday,2023,10,22,Sunday,High Value,470.5,646.93
CUST_09IFDZ,PROD_57X2BK,TRANS_P6MQWV,12,79.13,Clothing,35,Asia,0.52,8719.26,2021-06-07,2023-02-18,Spring,Afternoon,Email Campaign,8719.26,2021,6,7,Monday,2023,2,18,Saturday,Very High Value,949.56,726.6
CUST_LR2LJT,PROD_MRVVAF,TRANS_TNYNG0,1,57.75,Home,25,South America,0.57,4980.06,2021-12-08,2023-09-20,Spring,Morning,Email Campaign,4980.06,2021,12,8,Wednesday,2023,9,20,Wednesday,Medium Value,57.75,4980.06
CUST_8D7JES,PROD_MTQF36,TRANS_VE5MSX,7,182.06,Clothing,59,North America,0.93,6349.89,2022-03-25,2023-06-08,Summer,Evening,Email Campaign,6349.89,2022,3,25,Friday,2023,6,8,Thursday,High Value,1274.42,907.13
CUST_8GTQI2,PROD_A4JJNL,TRANS_XD0PWY,12,52.89,Electronics,64,South America,0.86,3498.56,2021-10-17,2023-12-14,Summer,Afternoon,Loyalty Program,3498.56,2021,10,17,Sunday,2023,12,14,Thursday,Medium Value,634.68,291.55
CUST_XF461I,PROD_H7YIPJ,TRANS_9Q5WYJ,12,46.66,Clothing,8,Europe,0.33,3004.57,2020-01-09,2023-12-30,Winter,Evening,Discount,3004.57,2020,1,9,Thursday,2023,12,30,Saturday,Medium Value,559.92,250.38
CUST_7X2BXU,PROD_XDI023,TRANS_YGGXZA,5,68.56,Electronics,31,Asia,0.4,5630.58,2020-06-22,2023-01-15,Winter,Morning,Email Campaign,5630.58,2020,6,22,Monday,2023,1,15,Sunday,High Value,342.8,1126.12
CUST_OC92Q1,PROD_RDMT78,TRANS_L5D1M7,4,193.48,Electronics,12,Europe,0.83,2295.48,2022-04-19,2023-09-14,Spring,Afternoon,Loyalty Program,2295.48,2022,4,19,Tuesday,2023,9,14,Thursday,Low Value,773.92,573.87
CUST_E86W98,PROD_47IC2C,TRANS_7CBRTO,11,151.58,Electronics,73,Asia,0.76,6367.01,2021-07-23,2023-01-14,Spring,Morning,Email Campaign,6367.01,2021,7,23,Friday,2023,1,14,Saturday,High Value,1667.38,578.82
CUST_NI7CKB,PROD_PNNB5D,TRANS_E98FUK,10,196.37,Home,35,Asia,0.19,1149.35,2020-10-24,2023-08-15,Summer,Evening,Loyalty Program,1149.35,2020,10,24,Saturday,2023,8,15,Tuesday,Low Value,1963.7,114.93
CUST_LDUR89,PROD_26VMCP,TRANS_PYFFKA,9,131.44,Clothing,82,Asia,0.01,8833.51,2020-12-24,2023-04-14,Spring,Afternoon,Loyalty Program,8833.51,2020,12,24,Thursday,2023,4,14,Friday,Very High Value,1182.96,981.5
CUST_2UVSWC,PROD_RA7ZPG,TRANS_GF6RU4,15,24.05,Home,29,Europe,0.96,4739.18,2022-01-24,2023-07-30,Summer,Evening,Discount,4739.18,2022,1,24,Monday,2023,7,30,Sunday,Medium Value,360.75,315.95
CUST_4DV8NA,PROD_0GQCTS,TRANS_WZMXFC,12,72.26,Clothing,62,Asia,0.39,6843.04,2020-05-25,2023-08-07,Fall,Evening,Loyalty Program,6843.04,2020,5,25,Monday,2023,8,7,Monday,High Value,867.12,570.25
CUST_PVCMFJ,PROD_YRYF9Y,TRANS_GUPTBS,9,178.38,Clothing,55,North America,0.78,8171.8,2020-10-22,2023-09-05,Winter,Evening,Loyalty Program,8171.8,2020,10,22,Thursday,2023,9,5,Tuesday,Very High Value,1605.42,907.98
CUST_AT0ZN8,PROD_0GWNP5,TRANS_AMMBAB,15,79.66,Clothing,24,Asia,0.83,9263.37,2022-08-24,2023-11-09,Winter,Afternoon,Loyalty Program,9263.37,2022,8,24,Wednesday,2023,11,9,Thursday,Very High Value,1194.9,617.56
CUST_IJ8A5N,PROD_9EA4AJ,TRANS_MJ3LCD,5,97.06,Sports,59,Asia,0.79,9773.32,2021-09-10,2023-01-23,Summer,Morning,Discount,9773.32,2021,9,10,Friday,2023,1,23,Monday,Very High Value,485.3,1954.66
CUST_T8CM8N,PROD_TW5O74,TRANS_E584EW,18,126.82,Electronics,12,North America,0.14,5612.54,2020-11-25,2023-12-11,Summer,Afternoon,Loyalty Program,5612.54,2020,11,25,Wednesday,2023,12,11,Monday,High Value,2282.76,311.81
CUST_TI6P32,PROD_GVLYMU,TRANS_EB2EB0,10,150.68,Sports,64,North America,0.51,5624.32,2021-12-19,2023-08-15,Fall,Afternoon,Email Campaign,5624.32,2021,12,19,Sunday,2023,8,15,Tuesday,High Value,1506.8,562.43
CUST_3U10WJ,PROD_WJ2ABO,TRANS_0KXTIA,19,64.6,Clothing,33,North America,0.63,2027.43,2021-07-16,2023-11-22,Fall,Afternoon,Discount,2027.43,2021,7,16,Friday,2023,11,22,Wednesday,Low Value,1227.4,106.71
CUST_YAQUE6,PROD_N2AZMU,TRANS_PXIZ63,17,43.11,Clothing,9,Europe,0.15,1701.03,2021-12-01,2023-01-02,Fall,Evening,Discount,1701.03,2021,12,1,Wednesday,2023,1,2,Monday,Low Value,732.87,100.06
CUST_7RY7IX,PROD_413UFA,TRANS_O61R9I,12,51.65,Electronics,68,Asia,0.22,3444.11,2020-11-24,2023-06-11,Spring,Evening,Discount,3444.11,2020,11,24,Tuesday,2023,6,11,Sunday,Medium Value,619.8,287.01
CUST_Q823XP,PROD_QSZ2FM,TRANS_TDTXS2,14,172.18,Clothing,24,South America,0.33,5652.3,2021-11-22,2023-01-13,Spring,Morning,Loyalty Program,5652.3,2021,11,22,Monday,2023,1,13,Friday,High Value,2410.52,403.74
CUST_IDR0HA,PROD_441K7V,TRANS_UGQOJ9,18,156.85,Home,22,South America,0.1,1148.32,2021-04-24,2023-03-23,Summer,Morning,Loyalty Program,1148.32,2021,4,24,Saturday,2023,3,23,Thursday,Low Value,2823.3,63.8
CUST_3CMLGC,PROD_LEHL0P,TRANS_LAS9ST,11,90.72,Home,53,Asia,0.95,9028.77,2021-12-31,2023-06-22,Winter,Afternoon,Loyalty Program,9028.77,2021,12,31,Friday,2023,6,22,Thursday,Very High Value,997.92,820.8
CUST_R18FXT,PROD_EMNWWM,TRANS_HCFPPI,2,181.51,Sports,23,Europe,0.12,1631.2,2020-01-27,2023-10-25,Spring,Afternoon,Email Campaign,1631.2,2020,1,27,Monday,2023,10,25,Wednesday,Low Value,363.02,815.6
CUST_5AE0U1,PROD_5ZP5H7,TRANS_TOF9F7,6,143.0,Electronics,55,South America,0.15,6142.11,2022-05-02,2023-03-31,Summer,Afternoon,Email Campaign,6142.11,2022,5,2,Monday,2023,3,31,Friday,High Value,858.0,1023.68
CUST_VCAII2,PROD_FMK8V8,TRANS_MTDJ1X,2,112.21,Sports,88,North America,0.08,3139.04,2020-09-08,2023-07-07,Fall,Morning,Loyalty Program,3139.04,2020,9,8,Tuesday,2023,7,7,Friday,Medium Value,224.42,1569.52
CUST_8RM5BM,PROD_XCBWX0,TRANS_T04088,19,139.27,Electronics,58,Europe,0.19,9362.41,2020-07-08,2023-08-29,Winter,Afternoon,Email Campaign,9362.41,2020,7,8,Wednesday,2023,8,29,Tuesday,Very High Value,2646.13,492.76
CUST_7P8NSW,PROD_RCGLEQ,TRANS_TLWGYS,16,23.11,Sports,38,North America,0.99,8400.88,2021-06-23,2023-01-30,Winter,Morning,Email Campaign,8400.88,2021,6,23,Wednesday,2023,1,30,Monday,Very High Value,369.76,525.05
CUST_0OCAX6,PROD_M9750T,TRANS_5V85PY,1,129.83,Home,18,South America,0.15,7665.2,2022-04-05,2023-10-17,Spring,Evening,Discount,7665.2,2022,4,5,Tuesday,2023,10,17,Tuesday,Very High Value,129.83,7665.2
CUST_GW7TWS,PROD_37J18F,TRANS_4JZIVU,9,179.24,Home,39,Asia,0.34,245.37,2020-03-23,2023-01-12,Summer,Morning,Loyalty Program,245.37,2020,3,23,Monday,2023,1,12,Thursday,Low Value,1613.16,27.26
CUST_1BQ8YW,PROD_MBNQT0,TRANS_H9CJGL,2,74.41,Sports,25,Asia,0.24,4603.85,2022-02-05,2023-06-01,Summer,Evening,Email Campaign,4603.85,2022,2,5,Saturday,2023,6,1,Thursday,Medium Value,148.82,2301.93
CUST_L8QRCZ,PROD_O3KZO3,TRANS_B9661V,4,44.77,Home,6,South America,0.99,748.93,2022-07-19,2023-05-26,Spring,Afternoon,Discount,748.93,2022,7,19,Tuesday,2023,5,26,Friday,Low Value,179.08,187.23
CUST_QCKL30,PROD_JXCBU9,TRANS_LHHX4P,19,117.7,Home,54,South America,0.2,5145.1,2021-06-28,2023-09-22,Summer,Morning,Email Campaign,5145.1,2021,6,28,Monday,2023,9,22,Friday,High Value,2236.3,270.79
CUST_8WWDDS,PROD_8A8M9L,TRANS_WLJ5IK,4,93.02,Electronics,43,Asia,0.23,9246.24,2020-02-15,2023-08-25,Summer,Evening,Email Campaign,9246.24,2020,2,15,Saturday,2023,8,25,Friday,Very High Value,372.08,2311.56
CUST_VGX50A,PROD_SATWOE,TRANS_IP9JSA,2,119.2,Electronics,44,Asia,0.1,688.18,2020-12-30,2023-06-01,Fall,Evening,Loyalty Program,688.18,2020,12,30,Wednesday,2023,6,1,Thursday,Low Value,238.4,344.09
CUST_EG2IT4,PROD_L14XI6,TRANS_TVYHJE,8,166.58,Home,55,Asia,0.72,3170.62,2020-07-21,2023-10-18,Spring,Morning,Loyalty Program,3170.62,2020,7,21,Tuesday,2023,10,18,Wednesday,Medium Value,1332.64,396.33
CUST_4JLDHN,PROD_WJ2RDT,TRANS_2MW1ED,10,123.17,Home,5,North America,0.02,8864.0,2022-04-10,2023-02-02,Summer,Morning,Email Campaign,8864.0,2022,4,10,Sunday,2023,2,2,Thursday,Very High Value,1231.7,886.4
CUST_90KML1,PROD_RSVKQA,TRANS_041PV7,4,181.03,Home,23,Asia,0.92,7927.88,2021-02-26,2023-12-12,Summer,Evening,Discount,7927.88,2021,2,26,Friday,2023,12,12,Tuesday,Very High Value,724.12,1981.97
CUST_6QR9T2,PROD_OC1CSR,TRANS_YUBVYW,11,70.12,Electronics,55,South America,0.78,8697.9,2021-12-03,2023-09-26,Winter,Afternoon,Email Campaign,8697.9,2021,12,3,Friday,2023,9,26,Tuesday,Very High Value,771.32,790.72
CUST_LJSTVT,PROD_GVRX6P,TRANS_DKI9J4,4,82.15,Clothing,54,North America,0.13,8826.69,2020-01-14,2023-08-16,Spring,Afternoon,Email Campaign,8826.69,2020,1,14,Tuesday,2023,8,16,Wednesday,Very High Value,328.6,2206.67
CUST_NVPSD8,PROD_XYGL01,TRANS_ZD5CPU,4,70.99,Home,66,North America,0.84,7115.31,2021-12-10,2023-05-19,Summer,Evening,Loyalty Program,7115.31,2021,12,10,Friday,2023,5,19,Friday,High Value,283.96,1778.83
CUST_P8EZ5P,PROD_BK5ONM,TRANS_3QNW4A,13,163.5,Clothing,42,North America,0.36,6895.04,2022-05-21,2023-12-12,Spring,Morning,Loyalty Program,6895.04,2022,5,21,Saturday,2023,12,12,Tuesday,High Value,2125.5,530.39
CUST_DXYRJU,PROD_JKDZMP,TRANS_6RBWDE,15,43.9,Home,11,North America,0.44,4033.54,2022-07-14,2023-08-13,Fall,Morning,Email Campaign,4033.54,2022,7,14,Thursday,2023,8,13,Sunday,Medium Value,658.5,268.9
CUST_56UEG6,PROD_VVG36X,TRANS_296XCH,9,92.03,Electronics,50,Europe,0.6,8802.84,2021-07-09,2023-11-29,Fall,Afternoon,Email Campaign,8802.84,2021,7,9,Friday,2023,11,29,Wednesday,Very High Value,828.27,978.09
CUST_FU8GA6,PROD_7SVL4R,TRANS_X3L568,1,82.54,Electronics,8,South America,0.32,9391.83,2022-01-29,2023-11-25,Summer,Morning,Email Campaign,9391.83,2022,1,29,Saturday,2023,11,25,Saturday,Very High Value,82.54,9391.83
CUST_N8RFHD,PROD_ZOX7U1,TRANS_7CJVRO,1,83.28,Sports,89,Europe,0.06,4172.48,2022-04-18,2023-02-19,Fall,Morning,Loyalty Program,4172.48,2022,4,18,Monday,2023,2,19,Sunday,Medium Value,83.28,4172.48
CUST_Y553IG,PROD_F8Q9SF,TRANS_SX8FUQ,3,107.31,Sports,81,Asia,0.9,5881.69,2021-04-19,2023-03-28,Winter,Evening,Email Campaign,5881.69,2021,4,19,Monday,2023,3,28,Tuesday,High Value,321.93,1960.56
CUST_MSM882,PROD_MVCWY3,TRANS_9YXEAZ,3,146.82,Electronics,15,South America,0.66,1242.65,2021-07-03,2023-02-27,Spring,Afternoon,Loyalty Program,1242.65,2021,7,3,Saturday,2023,2,27,Monday,Low Value,440.46,414.22
CUST_D4KLQR,PROD_W1H5TB,TRANS_S55TKF,13,63.07,Clothing,46,Asia,0.85,1464.05,2021-01-07,2023-02-09,Winter,Afternoon,Loyalty Program,1464.05,2021,1,7,Thursday,2023,2,9,Thursday,Low Value,819.91,112.62
CUST_ANNSPO,PROD_SOS57X,TRANS_62MT4P,7,49.57,Electronics,15,South America,0.92,6681.13,2022-12-17,2023-03-07,Spring,Morning,Discount,6681.13,2022,12,17,Saturday,2023,3,7,Tuesday,High Value,346.99,954.45
CUST_LVMAV8,PROD_WEG2JH,TRANS_M66LOQ,15,125.83,Sports,66,Europe,0.37,1710.9,2020-10-17,2023-09-12,Spring,Morning,Discount,1710.9,2020,10,17,Saturday,2023,9,12,Tuesday,Low Value,1887.45,114.06
CUST_1Q4EHY,PROD_D9KWYG,TRANS_LD7QNC,6,159.62,Sports,81,Europe,0.31,1889.95,2020-09-15,2023-09-08,Summer,Morning,Loyalty Program,1889.95,2020,9,15,Tuesday,2023,9,8,Friday,Low Value,957.72,314.99
CUST_TXP74B,PROD_WXMVNA,TRANS_L1DKGD,19,54.86,Home,63,Asia,0.18,7169.07,2020-11-01,2023-03-07,Summer,Evening,Loyalty Program,7169.07,2020,11,1,Sunday,2023,3,7,Tuesday,High Value,1042.34,377.32
CUST_AL6L8T,PROD_CHJT4P,TRANS_NE9CD5,15,52.28,Electronics,21,North America,0.18,7687.35,2020-09-29,2023-04-10,Winter,Morning,Loyalty Program,7687.35,2020,9,29,Tuesday,2023,4,10,Monday,Very High Value,784.2,512.49
CUST_SUN5AP,PROD_3L8E9Q,TRANS_ODTP45,2,52.98,Home,17,South America,0.42,1458.83,2021-12-08,2023-05-07,Fall,Afternoon,Email Campaign,1458.83,2021,12,8,Wednesday,2023,5,7,Sunday,Low Value,105.96,729.42
CUST_1AKRZX,PROD_HG6M18,TRANS_UOW88O,13,65.29,Electronics,82,South America,0.89,4040.6,2021-03-15,2023-04-23,Fall,Evening,Discount,4040.6,2021,3,15,Monday,2023,4,23,Sunday,Medium Value,848.77,310.82
CUST_A9DB4J,PROD_T5M1MS,TRANS_FQ6RQV,3,116.54,Sports,62,South America,0.21,6898.13,2021-05-29,2023-06-12,Winter,Evening,Email Campaign,6898.13,2021,5,29,Saturday,2023,6,12,Monday,High Value,349.62,2299.38
CUST_I32RIN,PROD_Z82OOE,TRANS_S4QU8I,10,129.11,Home,13,Asia,0.75,2898.86,2021-11-01,2023-06-27,Spring,Morning,Loyalty Program,2898.86,2021,11,1,Monday,2023,6,27,Tuesday,Medium Value,1291.1,289.89
CUST_95L0ZS,PROD_AHY82O,TRANS_KJUM8Q,11,133.71,Sports,80,Europe,0.9,2831.88,2021-08-23,2023-01-01,Fall,Morning,Loyalty Program,2831.88,2021,8,23,Monday,2023,1,1,Sunday,Medium Value,1470.81,257.44
CUST_KH15EH,PROD_5YS98E,TRANS_QL6ZO6,12,30.34,Home,39,North America,0.19,7394.76,2020-05-06,2023-05-17,Spring,Morning,Discount,7394.76,2020,5,6,Wednesday,2023,5,17,Wednesday,High Value,364.08,616.23
CUST_4TWCJD,PROD_6B2C0Q,TRANS_G7P722,11,186.43,Electronics,6,Asia,0.27,3597.24,2021-10-15,2023-05-17,Winter,Afternoon,Loyalty Program,3597.24,2021,10,15,Friday,2023,5,17,Wednesday,Medium Value,2050.73,327.02
CUST_65R138,PROD_VFDVJZ,TRANS_6Y127Z,13,95.49,Sports,11,North America,0.08,2121.97,2020-08-23,2023-12-22,Summer,Morning,Discount,2121.97,2020,8,23,Sunday,2023,12,22,Friday,Low Value,1241.37,163.23
CUST_IGI8LL,PROD_Y69JYB,TRANS_VKZQ4V,13,89.82,Electronics,68,South America,0.78,9979.49,2020-06-30,2023-10-23,Summer,Evening,Email Campaign,9979.49,2020,6,30,Tuesday,2023,10,23,Monday,Very High Value,1167.66,767.65
CUST_RKXLM5,PROD_4IPRQN,TRANS_859K3U,13,21.74,Home,62,Europe,0.62,2322.95,2020-04-09,2023-01-02,Spring,Morning,Loyalty Program,2322.95,2020,4,9,Thursday,2023,1,2,Monday,Low Value,282.62,178.69
CUST_6NAFQL,PROD_83YNV0,TRANS_JU7XIW,9,190.5,Home,36,North America,0.2,7433.43,2021-12-04,2023-05-13,Fall,Evening,Email Campaign,7433.43,2021,12,4,Saturday,2023,5,13,Saturday,High Value,1714.5,825.94
CUST_7W7I9I,PROD_FSK7UD,TRANS_1O47GW,13,140.36,Home,47,Europe,0.23,2479.73,2021-10-12,2023-06-10,Spring,Morning,Loyalty Program,2479.73,2021,10,12,Tuesday,2023,6,10,Saturday,Low Value,1824.68,190.75
CUST_FTQ2US,PROD_277OFO,TRANS_GWZNPH,17,115.47,Clothing,47,South America,0.34,1353.9,2021-12-03,2023-04-05,Summer,Afternoon,Loyalty Program,1353.9,2021,12,3,Friday,2023,4,5,Wednesday,Low Value,1962.99,79.64
CUST_EE63NF,PROD_PP4327,TRANS_1VPUON,19,134.13,Sports,15,South America,0.08,7089.08,2022-01-31,2023-03-02,Winter,Morning,Loyalty Program,7089.08,2022,1,31,Monday,2023,3,2,Thursday,High Value,2548.47,373.11
CUST_9XL3B6,PROD_F9EW7A,TRANS_0EDN4X,4,119.62,Sports,40,Asia,0.6,1799.19,2020-12-19,2023-04-23,Summer,Evening,Loyalty Program,1799.19,2020,12,19,Saturday,2023,4,23,Sunday,Low Value,478.48,449.8
CUST_Z37MB3,PROD_155WQY,TRANS_S2IUTX,16,83.83,Electronics,43,South America,0.67,2680.82,2020-04-21,2023-02-25,Summer,Evening,Loyalty Program,2680.82,2020,4,21,Tuesday,2023,2,25,Saturday,Medium Value,1341.28,167.55
CUST_76D8FD,PROD_QQF98Q,TRANS_KW59CD,17,36.34,Clothing,29,North America,0.85,1038.42,2020-02-16,2023-03-28,Summer,Morning,Loyalty Program,1038.42,2020,2,16,Sunday,2023,3,28,Tuesday,Low Value,617.78,61.08
CUST_NWLU1A,PROD_DGK8VK,TRANS_5DEV2J,18,93.71,Electronics,37,North America,0.86,8524.08,2021-01-11,2023-05-05,Winter,Evening,Loyalty Program,8524.08,2021,1,11,Monday,2023,5,5,Friday,Very High Value,1686.78,473.56
CUST_RAC3EU,PROD_5LHFS9,TRANS_KG2J64,11,42.19,Sports,81,Asia,0.81,7678.35,2022-11-07,2023-10-12,Fall,Evening,Email Campaign,7678.35,2022,11,7,Monday,2023,10,12,Thursday,Very High Value,464.09,698.03
CUST_SNNBL2,PROD_S9QPS6,TRANS_WAP9TR,11,194.07,Electronics,39,North America,0.82,6939.62,2021-05-20,2023-10-27,Summer,Morning,Loyalty Program,6939.62,2021,5,20,Thursday,2023,10,27,Friday,High Value,2134.77,630.87
CUST_2NBLGU,PROD_VAGN9P,TRANS_QYO6ZW,5,195.1,Electronics,65,South America,0.3,4762.58,2020-08-13,2023-06-07,Summer,Evening,Loyalty Program,4762.58,2020,8,13,Thursday,2023,6,7,Wednesday,Medium Value,975.5,952.52
CUST_TFD9O6,PROD_QJIPF8,TRANS_QI08NM,4,135.37,Clothing,32,North America,0.84,6777.93,2020-10-23,2023-05-20,Summer,Afternoon,Loyalty Program,6777.93,2020,10,23,Friday,2023,5,20,Saturday,High Value,541.48,1694.48
CUST_WPMEM4,PROD_BG2BDA,TRANS_7W3GKE,10,102.66,Clothing,48,Europe,0.3,2332.44,2021-07-14,2023-09-23,Summer,Morning,Email Campaign,2332.44,2021,7,14,Wednesday,2023,9,23,Saturday,Low Value,1026.6,233.24
CUST_RAIBR3,PROD_RRHM02,TRANS_YTSPKB,19,196.52,Home,28,North America,0.34,8682.32,2021-03-16,2023-12-25,Fall,Evening,Discount,8682.32,2021,3,16,Tuesday,2023,12,25,Monday,Very High Value,3733.88,456.96
CUST_F05MOQ,PROD_A2K8SF,TRANS_NM9NCE,7,132.8,Home,87,South America,0.72,6488.14,2022-12-04,2023-10-09,Fall,Morning,Email Campaign,6488.14,2022,12,4,Sunday,2023,10,9,Monday,High Value,929.6,926.88
